ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
1402,A+ Electronics,1002,Santa Cruz Clara,Prospect,Service Provider,ForumJet.com,No,No,No,No
1403,ABCO Foods,1004,Pete Zachariah,Prospect,Manufacturing,MentalFest.com,No,No,No,No
1404,Irving's Sporting Goods,1003,Lazar Mathew,Customer,Consulting,DomesticDiary.com,Yes,Yes,No,Yes
1405,Grey Fade,1001,Rozario Diego,Prospect,Communications,CreditorExchange.com,No,No,No,No
1406,Adaptabiz,1003,Lazar Mathew,Prospect,Education,LocalTopography.com,No,No,No,No
1407,Nedick's,1009,Thomas Mondrake,Customer,IT Services,SpainRates.com,No,No,No,No
1408,Krauses Sofa Factory,1004,Pete Zachariah,Customer,Pharma,DelawareInsuranceAgents.com,Yes,No,No,Yes
1409,Anthony's,1003,Lazar Mathew,Prospect,Government/Military,ChessContest.com,No,No,No,No
1410,Checker Auto Parts,1003,Lazar Mathew,Prospect,Communications,ApprovedLawyers.com,No,No,No,No
1411,Galaxy Man,1009,Thomas Mondrake,Customer,IT Services,BasketballVoice.com,No,No,No,No
1412,Forest City,1005,Jasmine Frank,Prospect,Service Provider,TruckOr.com,No,No,No,No
1413,Expo Superstore,1009,Thomas Mondrake,Customer,Financial Services,TravelSignal.com,No,No,No,No
1414,Tweeter,1006,Harold Pawlan,Prospect,Communications,HDJet.com,No,No,No,No
1415,Children's Palace,1010,Augustine Paul,Customer,Government/Military,MobileVoiping.com,No,No,No,No
1416,Zephyr Investments,1005,Jasmine Frank,Customer,Communications,SocialPosting.com,Yes,Yes,No,Yes
1417,Sambo's,1004,Pete Zachariah,Customer,Technology,CubanStyles.com,No,No,No,No
1418,Edge Garden Services,1008,Roger Terrence,Prospect,Manufacturing,GamblingWords.com,Yes,Yes,No,Yes
1419,Williams Bros.,1003,Lazar Mathew,Prospect,Manufacturing,EditSharp.com,No,No,No,No
1420,Klopfenstein's,1004,Pete Zachariah,Prospect,Communications,GlobalDebris.com,No,No,No,No
1421,Auto Works,1007,David Love,Customer,Government/Military,StoreMirror.com,Yes,Yes,No,Yes
1422,Terra,1006,Harold Pawlan,Prospect,Pharma,RealKeywords.com,Yes,Yes,No,Yes
1423,Weingarten's,1002,Santa Cruz Clara,Prospect,Government/Military,LauderdaleLive.com,Yes,Yes,No,Yes
1424,Sherman's,1009,Thomas Mondrake,Customer,Pharma,RewardsPays.com,No,No,No,No
1425,The Serendipity Dip,1008,Roger Terrence,Prospect,Manufacturing,WirelessTechies.com,No,No,No,No
1426,The Polka Dot Bear Tavern,1004,Pete Zachariah,Prospect,Consulting,MobileBuff.com,Yes,Yes,No,Yes
1427,Express Merchant Service,1001,Rozario Diego,Prospect,IT Services,DigitalQuarter.com,No,No,No,No
1428,Levitz Furniture,1011,Tina Thomas,Prospect,Pharma,GourmetWireless.com,Yes,No,Yes,Yes
1429,Maxi-Tech,1003,Lazar Mathew,Prospect,Pharma,StandardProgramming.com,No,No,No,No
1430,The Polka Dot Bear Tavern,1005,Jasmine Frank,Customer,Manufacturing,WikiPatrol.com,No,No,No,No
1431,House 2 Home,1007,David Love,Prospect,IT Services,WirelessDSLBlog.com,Yes,Yes,No,Yes
1432,Wellby,1001,Rozario Diego,Prospect,Financial Services,DeliveryTax.com,Yes,Yes,No,Yes
1433,Coon Chicken Inn,1006,Harold Pawlan,Prospect,IT Services,NowSavers.com,No,No,No,No
1434,Greenwich IGA,1010,Augustine Paul,Customer,Education,NetworkZoom.com,Yes,Yes,No,Yes
1435,Fresh Start,1003,Lazar Mathew,Prospect,Government/Military,SemiYearly.com,No,No,No,No
1436,Superior Appraisals,1006,Harold Pawlan,Prospect,IT Services,RewardsPays.com,Yes,Yes,No,Yes
1437,Millenia Life,1002,Santa Cruz Clara,Customer,Government/Military,SoloShower.com,No,No,No,No
1438,Platinum Interior Design,1001,Rozario Diego,Customer,Communications,TucsonEntrepreneur.com,No,No,No,No
1439,Magna Wealth,1010,Augustine Paul,Prospect,Financial Services,WildParents.com,No,No,No,No
1440,Littler's,1004,Pete Zachariah,Prospect,Technology,TeleTennis.com,Yes,Yes,No,Yes
1441,Audio Visions,1004,Pete Zachariah,Prospect,Communications,NoBuilder.com,Yes,No,No,Yes
1442,Baltimore Markets,1007,David Love,Prospect,Technology,RentGeeks.com,No,No,No,No
1443,Handy Dan,1008,Roger Terrence,Prospect,Service Provider,SeekTrading.com,No,No,No,No
1444,Thriftway Food Mart,1002,Santa Cruz Clara,Customer,Financial Services,MysteryCelebrity.com,Yes,No,Yes,Yes
1445,Incredible Universe,1001,Rozario Diego,Prospect,Communications,BeepThis.com,No,No,No,No
1446,The Great Train Stores,1006,Harold Pawlan,Customer,Education,DebateStage.com,Yes,Yes,No,Yes
1447,Grade A Investment,1006,Harold Pawlan,Customer,Government/Military,StocktonMortgageBrokers.com,No,No,No,No
1448,Pay'N Takeit,1005,Jasmine Frank,Prospect,Technology,PartyTest.com,Yes,Yes,No,Yes
1449,National Lumber,1003,Lazar Mathew,Prospect,Technology,WhoIsCompany.com,No,No,No,No
1450,Advansed Teksyztems,1008,Roger Terrence,Customer,Communications,InsuranceBlogging.com,No,No,No,No
1451,University Stereo,1008,Roger Terrence,Prospect,Communications,ReverseAlarms.com,No,No,No,No
1452,Thrift Auto Parts,1010,Augustine Paul,Prospect,Government/Military,IndianapolisHockey.com,No,No,No,No
1453,Greenwich IGA,1003,Lazar Mathew,Prospect,Pharma,ResellerMarkets.com,Yes,No,No,Yes
1454,Bodega Club,1010,Augustine Paul,Prospect,IT Services,GunInstructions.com,Yes,No,No,Yes
1455,Maxi-Tech,1007,David Love,Customer,Consulting,FuelStrike.com,No,No,No,No
1456,Rolling Thunder,1010,Augustine Paul,Prospect,Government/Military,SeriesSearch.com,Yes,Yes,No,Yes
1457,Golden's Distributors,1002,Santa Cruz Clara,Customer,Pharma,TeleconferenceOnDemand.com,Yes,Yes,No,Yes
1458,Omni Architectural Designs,1007,David Love,Prospect,Pharma,TonerPromos.com,No,No,No,No
1459,Magna Architectural Design,1009,Thomas Mondrake,Customer,Education,InternetEnthusiasts.com,No,No,No,No
1460,Great Western,1005,Jasmine Frank,Customer,Government/Military,ForumFee.com,Yes,No,No,Yes
1461,Great American Music,1011,Tina Thomas,Customer,Government/Military,OptionAlerts.com,Yes,No,Yes,Yes
1462,Carrols Restaurant Group,1004,Pete Zachariah,Prospect,Service Provider,PieMasters.com,No,No,No,No
1463,Envirotecture Design,1006,Harold Pawlan,Prospect,Pharma,DigitalArms.com,Yes,Yes,No,Yes
1464,Weathervane,1006,Harold Pawlan,Customer,Communications,WifiFly.com,No,No,No,No
1465,Exact Solutions,1003,Lazar Mathew,Customer,Communications,SalonLookup.com,No,No,No,No
1466,ManPower,1009,Thomas Mondrake,Customer,Education,NashvilleTravelAgent.com,Yes,Yes,No,Yes
1467,Romp,1001,Rozario Diego,Prospect,Manufacturing,CamSupplier.com,Yes,Yes,No,Yes
1468,Funtown toys,1004,Pete Zachariah,Prospect,Government/Military,AssistantBuyers.com,No,No,No,No
1469,Harold Powell,1009,Thomas Mondrake,Prospect,Education,ManagementBio.com,No,No,No,No
1470,Pointers,1010,Augustine Paul,Customer,Technology,ShowState.com,No,No,No,No
1471,Quality Event Planner,1007,David Love,Prospect,Government/Military,OnlineJuryDuty.com,Yes,Yes,No,Yes
1472,Murray's Discount Auto Stores,1002,Santa Cruz Clara,Customer,Education,QuestDrive.com,No,No,No,No
1473,Awthentikz,1006,Harold Pawlan,Customer,Service Provider,BadOdds.com,Yes,No,No,Yes
1474,O.K. Fairbanks,1004,Pete Zachariah,Customer,Education,TextMarathon.com,No,No,No,No
1475,Brand Names,1003,Lazar Mathew,Prospect,IT Services,ChocolateDealer.com,Yes,Yes,No,Yes
1476,Wise Appraisals,1006,Harold Pawlan,Prospect,Service Provider,HandbagSpecialist.com,Yes,No,No,Yes
1477,Rite Solution,1009,Thomas Mondrake,Prospect,IT Services,OpenAdvertiser.com,Yes,Yes,No,Yes
1478,Atlas Realty,1008,Roger Terrence,Customer,Technology,GameDayAccessories.com,No,No,No,No
1479,Erol's,1010,Augustine Paul,Prospect,Service Provider,BeachBenefit.com,Yes,No,No,Yes
1480,StopGrey,1011,Tina Thomas,Customer,IT Services,ForumChats.com,No,No,No,No
1481,John Plain,1004,Pete Zachariah,Customer,Communications,BlogBoulevard.com,Yes,Yes,No,Yes
1482,Quality Event Planner,1007,David Love,Customer,Service Provider,TexasOralSurgeons.com,No,No,No,No
1483,Bell Markets,1009,Thomas Mondrake,Customer,Technology,PrankTank.com,Yes,Yes,No,Yes
1484,Planetbiz,1007,David Love,Prospect,Pharma,ShaggyFurniture.com,Yes,No,No,Yes
1485,Great American Music,1005,Jasmine Frank,Customer,Government/Military,ChestPimples.com,Yes,Yes,No,Yes
1486,Showbiz Pizza Place,1005,Jasmine Frank,Customer,Consulting,BlindCheck.com,Yes,Yes,No,Yes
1487,A+ Investments,1006,Harold Pawlan,Customer,Education,AlmostFriends.com,No,No,No,No
1488,Sportmart,1007,David Love,Prospect,Consulting,SolarSeason.com,No,No,No,No
1489,MacMarr Stores,1011,Tina Thomas,Customer,Technology,PrintingMaps.com,Yes,Yes,No,Yes
1490,Turtle's Records & Tapes,1003,Lazar Mathew,Prospect,Government/Military,AccountParty.com,Yes,Yes,No,Yes
1491,Tradewell,1001,Rozario Diego,Prospect,IT Services,AffordableSalon.com,No,No,No,No
1492,Quality Merchant Services,1011,Tina Thomas,Prospect,Financial Services,BaseballBracket.com,No,No,No,No
1493,Levitz Furniture,1007,David Love,Prospect,Education,IndieCasting.com,Yes,No,No,Yes
1494,Video Concepts,1006,Harold Pawlan,Customer,Financial Services,ScottsdaleChurches.com,No,No,No,No
1495,Rainbow Records,1005,Jasmine Frank,Prospect,Financial Services,DollarMenus.com,No,No,No,No
1496,Today's Man,1010,Augustine Paul,Customer,Financial Services,VisaProtection.com,Yes,Yes,No,Yes
1497,Piccolo Mondo,1003,Lazar Mathew,Prospect,IT Services,SlamLounge.com,No,No,No,No
1498,W. Bell & Co.,1005,Jasmine Frank,Customer,Technology,MobileChapel.com,No,No,No,No
1499,Webcom Business Services,1003,Lazar Mathew,Prospect,Service Provider,ScottsdaleWebsites.com,Yes,Yes,No,Yes
1500,Wise Appraisals,1011,Tina Thomas,Customer,Pharma,EugeneAttractions.com,Yes,Yes,No,Yes
1501,Cala Foods,1004,Pete Zachariah,Prospect,Technology,VoipVentures.com,Yes,Yes,No,Yes
1502,Present Company,1009,Thomas Mondrake,Customer,Education,OnMaternity.com,No,No,No,No
1503,Polk Brothers,1001,Rozario Diego,Prospect,Technology,CaptureInfo.com,Yes,Yes,No,Yes
1504,Quickbiz,1009,Thomas Mondrake,Prospect,Pharma,ToyAdvantage.com,No,No,No,No
1505,Discount Furniture Showcase,1002,Santa Cruz Clara,Prospect,Government/Military,ReligiousCounselor.com,Yes,No,No,Yes
1506,David Weis,1003,Lazar Mathew,Prospect,IT Services,NewsOutreach.com,Yes,Yes,No,Yes
1507,Planet Profit,1004,Pete Zachariah,Customer,Manufacturing,GroovyDiscounts.com,No,No,No,No
1508,Wherehouse Music,1010,Augustine Paul,Customer,Communications,NightlifeCulture.com,No,No,No,No
1509,The Polka Dot Bear Tavern,1011,Tina Thomas,Prospect,IT Services,APIVentures.com,No,No,No,No
1510,Source Club,1003,Lazar Mathew,Prospect,Government/Military,ReplacementJob.com,No,No,No,No
1511,Yesterday's Records,1010,Augustine Paul,Prospect,IT Services,ConditioningTrainer.com,No,No,No,No
1512,Prestigabiz,1004,Pete Zachariah,Customer,IT Services,ToyAppraisers.com,No,No,No,No
1513,Planet Profit,1009,Thomas Mondrake,Customer,Financial Services,ManGrip.com,No,No,No,No
1514,The Flying Hippo,1008,Roger Terrence,Customer,IT Services,LatinoBars.com,Yes,Yes,No,Yes
1515,New World Realty,1010,Augustine Paul,Prospect,Education,ContestSeeker.com,Yes,No,Yes,Yes
1516,Ellman's Catalog Showrooms,1003,Lazar Mathew,Prospect,Pharma,ClinicalApps.com,Yes,Yes,No,Yes
1517,d.e.m.o.,1001,Rozario Diego,Customer,Pharma,GreenSurprise.com,No,No,No,No
1518,Ulbrich's,1004,Pete Zachariah,Customer,IT Services,SetRules.com,No,No,No,No
1519,K's Merchandise,1010,Augustine Paul,Customer,Service Provider,WirelessBarcelona.com,Yes,Yes,No,Yes
1520,Two Pesos,1001,Rozario Diego,Prospect,Manufacturing,PayrollCut.com,Yes,Yes,No,Yes
1521,Adaptas,1007,David Love,Prospect,Technology,NationalTracker.com,Yes,No,No,Yes
1522,Cut Rite,1010,Augustine Paul,Prospect,Government/Military,PumpkinSearch.com,Yes,Yes,No,Yes
1523,Casual Corner,1011,Tina Thomas,Prospect,Communications,HelloEmail.com,No,No,No,No
1524,House of Gas,1003,Lazar Mathew,Customer,Education,CamSupplier.com,No,No,No,No
1525,Mr. Clark's Appliances,1004,Pete Zachariah,Customer,Service Provider,NetworkingProfiles.com,Yes,Yes,No,Yes
1526,Waves Music,1004,Pete Zachariah,Customer,Government/Military,MetricCash.com,No,No,No,No
1527,Wetson's,1002,Santa Cruz Clara,Customer,IT Services,SimplifyAccounting.com,No,No,No,No
1528,The Pink Pig Tavern,1006,Harold Pawlan,Customer,Financial Services,BaseballBracket.com,Yes,Yes,No,Yes
1529,Big Bear Stores,1009,Thomas Mondrake,Prospect,Government/Military,HelpQualify.com,No,No,No,No
1530,Liberty Wealth Planners,1004,Pete Zachariah,Prospect,Government/Military,TrophyNews.com,No,No,No,No
1531,P. Samuels Men's Clothiers,1006,Harold Pawlan,Prospect,Consulting,WeeklyNumbers.com,No,No,No,No
1532,Multicerv,1002,Santa Cruz Clara,Customer,Financial Services,NightlifeCritic.com,No,No,No,No
1533,Eli Moore Inc,1002,Santa Cruz Clara,Customer,Manufacturing,EquityInsiders.com,No,No,No,No
1534,On Cue,1007,David Love,Prospect,Consulting,LeasePromo.com,Yes,No,No,Yes
1535,Simply Appraisals,1011,Tina Thomas,Customer,Consulting,ConcreteSale.com,No,No,No,No
1536,Jacobs,1003,Lazar Mathew,Prospect,Consulting,MainPodcast.com,Yes,Yes,No,Yes
1537,All Wound Up,1010,Augustine Paul,Customer,Manufacturing,BulkEnvelope.com,Yes,Yes,No,Yes
1538,Leonard Krower & Sons,1003,Lazar Mathew,Customer,Pharma,MarriageOptions.com,No,No,No,No
1539,Happy Family,1001,Rozario Diego,Prospect,Consulting,SimpleDiving.com,No,No,No,No
1540,The Pink Pig Tavern,1009,Thomas Mondrake,Customer,Consulting,RelayShow.com,Yes,Yes,No,Yes
1541,Hugh M. Woods,1005,Jasmine Frank,Customer,Consulting,EnvisionMall.com,Yes,Yes,No,Yes
1542,Lawn N' Order Garden Care,1011,Tina Thomas,Prospect,Manufacturing,WikiLayout.com,No,No,No,No
1543,Thom McAn Store,1001,Rozario Diego,Customer,Manufacturing,FileVid.com,No,No,No,No
1544,Listenin' Booth,1003,Lazar Mathew,Prospect,IT Services,EffectBuilder.com,No,No,No,No
1545,Team Uno,1008,Roger Terrence,Prospect,Education,RenewablesAnalytics.com,No,No,No,No
1546,Brilliant Home Designs,1011,Tina Thomas,Customer,Technology,PropertySync.com,No,No,No,No
1547,Sunburst Garden Management,1005,Jasmine Frank,Customer,Education,SpanishFloor.com,Yes,Yes,No,Yes
1548,Food Giant,1008,Roger Terrence,Customer,Technology,SkinAids.com,No,No,No,No
1549,Big D Supermarkets,1004,Pete Zachariah,Customer,Government/Military,GelBond.com,Yes,No,No,Yes
1550,Solution Answers,1004,Pete Zachariah,Customer,Consulting,CarWashShow.com,Yes,No,No,Yes
1551,Sears Homelife,1009,Thomas Mondrake,Prospect,IT Services,CentralSpy.com,No,No,No,No
1552,Budget Tapes & Records,1010,Augustine Paul,Customer,Government/Military,LazySprings.com,No,No,No,No
1553,Morrison's Cafeteria,1002,Santa Cruz Clara,Customer,Manufacturing,ConsulNews.com,No,No,No,No
1554,Omni Tech Solutions,1008,Roger Terrence,Customer,Manufacturing,CreditSheriff.com,No,No,No,No
1555,Erb Lumber,1002,Santa Cruz Clara,Customer,Pharma,StickerEmporium.com,No,No,No,No
1556,Dun Rite Lawn Care,1005,Jasmine Frank,Prospect,Government/Military,PubLicenses.com,No,No,No,No
1557,Tech Hifi,1001,Rozario Diego,Prospect,Communications,BloggingList.com,Yes,No,Yes,Yes
1558,Budget Power,1003,Lazar Mathew,Prospect,Financial Services,GolfHolder.com,No,No,No,No
1559,Strength Gurus,1011,Tina Thomas,Prospect,Service Provider,MobileFormula.com,No,No,No,No
1560,Dun Rite Lawn Care,1010,Augustine Paul,Customer,Government/Military,FlashTimer.com,No,No,No,No
1561,Sure Save,1006,Harold Pawlan,Prospect,Pharma,TroopTalk.com,Yes,Yes,No,Yes
1562,Wise Appraisals,1005,Jasmine Frank,Prospect,Communications,KarateDeals.com,No,No,No,No
1563,Lionel Playworld,1011,Tina Thomas,Prospect,Service Provider,TheyParty.com,Yes,Yes,No,Yes
1564,Parts and Pieces,1007,David Love,Prospect,Financial Services,IndoorMart.com,No,No,No,No
1565,Irving's Sporting Goods,1011,Tina Thomas,Customer,Consulting,NameProposal.com,Yes,Yes,No,Yes
1566,Warner Brothers Studio Store,1011,Tina Thomas,Prospect,Technology,SolutionTrain.com,No,No,No,No
1567,Golden Dawn,1009,Thomas Mondrake,Prospect,IT Services,PrepaidPoints.com,Yes,Yes,No,Yes
1568,Maloley's Finer Foods,1009,Thomas Mondrake,Prospect,Service Provider,BizCrisis.com,No,No,No,No
1569,Strawberries,1002,Santa Cruz Clara,Customer,Pharma,SimplyComics.com,Yes,Yes,No,Yes
1570,Corinthian Designs,1010,Augustine Paul,Customer,Manufacturing,LinkProfiles.com,No,No,No,No
1571,Independent Wealth Management,1007,David Love,Prospect,Technology,CoDiscounts.com,No,No,No,No
1572,Liberty Wealth Planner,1007,David Love,Customer,Technology,WeekendStartup.com,Yes,No,No,Yes
1573,Computer City,1010,Augustine Paul,Customer,Financial Services,FieldResearcher.com,No,No,No,No
1574,Standard Brands Paint Company,1007,David Love,Customer,Manufacturing,GroupRules.com,No,No,No,No
1575,Soft Warehouse,1009,Thomas Mondrake,Customer,Government/Military,PhantomFund.com,No,No,No,No
1576,First Choice Garden Maintenance,1006,Harold Pawlan,Prospect,IT Services,BuyCords.com,No,No,No,No
1577,Tech Hifi,1007,David Love,Customer,Manufacturing,MemorabiliaCentral.com,No,No,No,No
1578,Music Plus,1003,Lazar Mathew,Customer,Pharma,HDMind.com,No,No,No,No
1579,Foot Quarters,1003,Lazar Mathew,Prospect,IT Services,BiofuelProject.com,Yes,Yes,Yes,Yes
1580,AM/PM Camp,1010,Augustine Paul,Customer,Consulting,SurplusDirectory.com,Yes,No,No,Yes
1581,Heslop's,1006,Harold Pawlan,Prospect,Service Provider,AffiliateBee.com,Yes,Yes,No,Yes
1582,Bell Markets,1011,Tina Thomas,Prospect,Consulting,SplashJet.com,No,No,No,No
1583,Hit or Miss,1009,Thomas Mondrake,Prospect,IT Services,CheapExpense.com,Yes,Yes,No,Yes
1584,Prestiga-Biz,1007,David Love,Customer,Government/Military,MatureFast.com,Yes,Yes,No,Yes
1585,Super Shops,1007,David Love,Customer,Pharma,SyndicateSearch.com,Yes,Yes,No,Yes
1586,Honest Air Group,1010,Augustine Paul,Prospect,Financial Services,RepDomains.com,Yes,No,No,Yes
1587,Erol's,1001,Rozario Diego,Customer,Technology,CapitalTrip.com,Yes,No,Yes,Yes
1588,McMahan's Furniture,1008,Roger Terrence,Prospect,Pharma,GotFinancial.com,Yes,Yes,No,Yes
1589,Handy Andy,1001,Rozario Diego,Prospect,Pharma,CultureApps.com,Yes,No,No,Yes
1590,Signa Air,1011,Tina Thomas,Customer,Service Provider,InstantPositions.com,No,No,No,No
1591,Forum Cafeterias,1006,Harold Pawlan,Customer,Education,EverywhereRewards.com,Yes,Yes,No,Yes
1592,Standard Brands Paint Company,1007,David Love,Customer,Government/Military,HVACShow.com,Yes,No,No,Yes
1593,Solid Future,1005,Jasmine Frank,Prospect,Service Provider,TopFinanciers.com,No,No,No,No
1594,Sav-A-Center,1006,Harold Pawlan,Prospect,Communications,WindRating.com,No,No,No,No
1595,Realty Zone,1003,Lazar Mathew,Customer,Service Provider,KillerElephants.com,No,No,No,No
1596,Mars Music,1005,Jasmine Frank,Prospect,Communications,ChessContest.com,No,No,No,No
1597,Vitagee,1005,Jasmine Frank,Customer,Technology,VendingPrograms.com,No,No,No,No
1598,Quickbiz,1001,Rozario Diego,Prospect,Financial Services,FurnitureCollector.com,Yes,No,No,Yes
1599,Giant,1002,Santa Cruz Clara,Prospect,Service Provider,WikiArchives.com,No,No,No,No
1600,Castro Convertibles,1006,Harold Pawlan,Prospect,Manufacturing,FetchStats.com,No,No,No,No
1601,Lawnscape Garden Maintenance,1010,Augustine Paul,Customer,Communications,TeleCDs.com,Yes,No,Yes,Yes
1602,Champion Auto,1009,Thomas Mondrake,Prospect,Service Provider,RewardsPays.com,No,No,No,No
1603,Jack Lang,1002,Santa Cruz Clara,Customer,Manufacturing,RateScreener.com,No,No,No,No
1604,Star Merchant Services,1009,Thomas Mondrake,Customer,Financial Services,MobiDrugstore.com,No,No,No,No
1605,Rhodes Furniture,1005,Jasmine Frank,Prospect,Government/Military,KeyboardSearch.com,No,No,No,No
1606,Value Giant,1011,Tina Thomas,Customer,Communications,SkiAid.com,No,No,No,No
1607,Solution Realty,1003,Lazar Mathew,Prospect,Technology,TruckOr.com,Yes,Yes,No,Yes
1608,Asian Answers,1011,Tina Thomas,Customer,Communications,OpeningJokes.com,No,No,No,No
1609,National Shirt Shop,1002,Santa Cruz Clara,Customer,Pharma,SeeTattoos.com,No,No,No,No
1610,Frame Scene,1006,Harold Pawlan,Prospect,IT Services,SeeTattoos.com,Yes,No,No,Yes
1611,The High Heelers,1009,Thomas Mondrake,Prospect,Education,FemaleLike.com,Yes,No,No,Yes
1612,Complete Tech,1007,David Love,Customer,IT Services,LuxuryCouple.com,Yes,Yes,No,Yes
1613,Dynatronics Accessories,1005,Jasmine Frank,Customer,Manufacturing,SocialJournals.com,Yes,No,No,Yes
1614,Red Bears Tavern,1007,David Love,Customer,Pharma,FreeHandyman.com,Yes,Yes,No,Yes
1615,Incluesiv,1003,Lazar Mathew,Customer,Communications,FrugalDate.com,Yes,No,Yes,Yes
1616,Sun Television and Appliances,1001,Rozario Diego,Customer,Financial Services,MobileGyms.com,No,No,No,No
1617,H. J. Wilson & Company,1005,Jasmine Frank,Prospect,Consulting,FaqExchange.com,No,No,No,No
1618,Destiny Realty,1003,Lazar Mathew,Customer,Communications,AirEnhancer.com,No,No,No,No
1619,Druther's,1008,Roger Terrence,Customer,Communications,DigThings.com,No,No,No,No
1620,American Appliance,1006,Harold Pawlan,Prospect,Service Provider,HardwareMaterials.com,No,No,No,No
